model,loss,entropy,value_loss,policy_loss,tr_loss,tr_entropy,tr_value_loss,tr_policy_loss,kl,lr_multiplier,explained_var_old,explained_var_new,use_slap,Num_ResBlock,lr,SGD,dropout,L2,extra_act_fc
s5_0.01lr_SGD0.3dropout_1e-05L2_extra,3.6103706,"tensor(4.0753, device='cuda:0')","tensor(0.0088, device='cuda:0')","tensor(3.6016, device='cuda:0')",2.804811478,2.818419933,0.000100093,2.804711342,0.07082467,1,0.999623101,0.999639862,TRUE,5,0.01,TRUE,0.3,1.00E-05,TRUE
s5_0.01lr_SGD0.4dropout_1e-05L2_extra,4.0981593,"tensor(4.1514, device='cuda:0')","tensor(0.1367, device='cuda:0')","tensor(3.9615, device='cuda:0')",3.013842821,3.016279221,0.000140484,3.013702393,0.074546725,1,0.999235322,0.999329125,TRUE,5,0.01,TRUE,0.4,1.00E-05,TRUE
s5_0.01lr_Adam0dropout_1e-05L2_extra,4.4756823,"tensor(4.1430, device='cuda:0')","tensor(0.3077, device='cuda:0')","tensor(4.1680, device='cuda:0')",2.969383717,2.965809822,2.57E-06,2.969381094,0.000175703,1,0.999987904,0.99998643,TRUE,5,0.01,FALSE,0,1.00E-05,TRUE
s5_0.01lr_Adam0.1dropout_1e-05L2_extra,4.4715357,"tensor(4.1563, device='cuda:0')","tensor(0.3076, device='cuda:0')","tensor(4.1640, device='cuda:0')",3.045823574,3.022548199,0.003729459,3.042094231,0.06177515,1,0.982111101,0.97938833,TRUE,5,0.01,FALSE,0.1,1.00E-05,TRUE
s5_0.01lr_Adam0.2dropout_1e-05L2_extra,4.4764543,"tensor(4.1568, device='cuda:0')","tensor(0.3069, device='cuda:0')","tensor(4.1695, device='cuda:0')",2.845351696,2.84810257,2.14E-05,2.845330238,0.035172768,1,0.999943387,0.99702348,TRUE,5,0.01,FALSE,0.2,1.00E-05,TRUE
s5_0.01lr_Adam0.3dropout_1e-05L2_extra,4.4845276,"tensor(4.1554, device='cuda:0')","tensor(0.3078, device='cuda:0')","tensor(4.1767, device='cuda:0')",2.703836441,2.707489491,3.72E-05,2.703799248,0.17990243,1,0.999888353,0.998085242,TRUE,5,0.01,FALSE,0.3,1.00E-05,TRUE
s5_0.01lr_Adam0.4dropout_1e-05L2_extra,4.4451184,"tensor(4.1559, device='cuda:0')","tensor(0.3069, device='cuda:0')","tensor(4.1382, device='cuda:0')",2.865110159,2.873228788,1.41E-06,2.865108728,0.17911181,1,0.999996829,0.999997848,TRUE,5,0.01,FALSE,0.4,1.00E-05,TRUE
s5_0.001lr_SGD0dropout_1e-05L2_extra,4.10457,"tensor(3.9318, device='cuda:0')","tensor(0.1452, device='cuda:0')","tensor(3.9594, device='cuda:0')",2.917494059,2.973065853,0.000212426,2.917281628,7.25E-06,1,0.999106726,0.999120799,TRUE,5,0.001,TRUE,0,1.00E-05,TRUE
s5_0.001lr_SGD0.1dropout_1e-05L2_extra,4.2568455,"tensor(4.0923, device='cuda:0')","tensor(0.1684, device='cuda:0')","tensor(4.0884, device='cuda:0')",2.943626165,2.999977112,0.000187166,2.943439007,0.045691133,1,0.998989566,0.999186498,TRUE,5,0.001,TRUE,0.1,1.00E-05,TRUE
s5_0.001lr_SGD0.2dropout_1e-05L2_extra,4.4318833,"tensor(4.1555, device='cuda:0')","tensor(0.3014, device='cuda:0')","tensor(4.1305, device='cuda:0')",3.065223217,3.106189251,0.000336064,3.064887047,0.08959241,1,0.998195741,0.998606586,TRUE,5,0.001,TRUE,0.2,1.00E-05,TRUE
s5_0.001lr_SGD0.3dropout_1e-05L2_extra,4.21594,"tensor(4.1187, device='cuda:0')","tensor(0.1622, device='cuda:0')","tensor(4.0538, device='cuda:0')",3.045629978,3.126279116,0.000838853,3.044791222,0.16218835,1,0.995871475,0.995874996,TRUE,5,0.001,TRUE,0.3,1.00E-05,TRUE
s5_0.001lr_SGD0.4dropout_1e-05L2_extra,4.4058104,"tensor(4.1205, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.0984, device='cuda:0')",2.827810764,2.988907337,0.000683732,2.82712698,0.32914662,1,0.996731354,0.994555039,TRUE,5,0.001,TRUE,0.4,1.00E-05,TRUE
s5_0.001lr_Adam0dropout_1e-05L2_extra,4.4434924,"tensor(4.1116, device='cuda:0')","tensor(0.5920, device='cuda:0')","tensor(3.8514, device='cuda:0')",2.851202011,2.862740278,0.001963698,2.849238396,0.012945524,1,0.990662999,0.990661771,TRUE,5,0.001,FALSE,0,1.00E-05,TRUE
s5_0.001lr_Adam0.1dropout_1e-05L2_extra,4.721962,"tensor(4.1525, device='cuda:0')","tensor(0.6874, device='cuda:0')","tensor(4.0345, device='cuda:0')",2.910580873,2.912408829,2.66E-05,2.910554171,0.031609446,1,0.99984282,0.999877723,TRUE,5,0.001,FALSE,0.1,1.00E-05,TRUE
s5_0.001lr_Adam0.2dropout_1e-05L2_extra,3.8832796,"tensor(3.6642, device='cuda:0')","tensor(0.5751, device='cuda:0')","tensor(3.3082, device='cuda:0')",2.673598051,2.684501171,2.61E-05,2.673572063,0.023091845,1,0.999900025,0.999905999,TRUE,5,0.001,FALSE,0.2,1.00E-05,TRUE
s5_0.001lr_Adam0.3dropout_1e-05L2_extra,3.4652863,"tensor(4.0068, device='cuda:0')","tensor(0.0087, device='cuda:0')","tensor(3.4566, device='cuda:0')",2.741202116,2.748343468,9.85E-06,2.741192341,0.030318374,1,0.999959322,0.999955076,TRUE,5,0.001,FALSE,0.3,1.00E-05,TRUE
s5_0.001lr_Adam0.4dropout_1e-05L2_extra,3.4891555,"tensor(3.9578, device='cuda:0')","tensor(0.0558, device='cuda:0')","tensor(3.4334, device='cuda:0')",2.945403099,2.953349113,6.24E-05,2.945340633,0.063544735,1,0.999847044,0.999827941,TRUE,5,0.001,FALSE,0.4,1.00E-05,TRUE
s5_0.0001lr_SGD0dropout_1e-05L2_extra,4.318397,"tensor(4.1522, device='cuda:0')","tensor(0.1740, device='cuda:0')","tensor(4.1444, device='cuda:0')",3.76838088,4.095556259,0.012977464,3.755403519,2.06E-07,1,0.946680512,0.946795809,TRUE,5,0.0001,TRUE,0,1.00E-05,TRUE
s5_0.0001lr_SGD0.1dropout_1e-05L2_extra,4.3381653,"tensor(4.1561, device='cuda:0')","tensor(0.1817, device='cuda:0')","tensor(4.1565, device='cuda:0')",3.778804302,4.089835167,0.017665314,3.761138916,0.016273389,1,0.936439665,0.946060627,TRUE,5,0.0001,TRUE,0.1,1.00E-05,TRUE
s5_0.0001lr_SGD0.2dropout_1e-05L2_extra,4.3927603,"tensor(4.1556, device='cuda:0')","tensor(0.2502, device='cuda:0')","tensor(4.1426, device='cuda:0')",3.821814299,4.078613758,0.011429898,3.810384512,0.03462016,1,0.949437947,0.955118857,TRUE,5,0.0001,TRUE,0.2,1.00E-05,TRUE
s5_0.0001lr_SGD0.3dropout_1e-05L2_extra,4.365448,"tensor(4.1532, device='cuda:0')","tensor(0.2290, device='cuda:0')","tensor(4.1365, device='cuda:0')",3.881118774,4.083556652,0.021837965,3.859280825,0.055502836,1,0.904494276,0.923506585,TRUE,5,0.0001,TRUE,0.3,1.00E-05,TRUE
s5_0.0001lr_SGD0.4dropout_1e-05L2_extra,4.305262,"tensor(4.1560, device='cuda:0')","tensor(0.1549, device='cuda:0')","tensor(4.1503, device='cuda:0')",3.934571743,4.062180519,0.026602348,3.907969475,0.084833875,1,0.883358905,0.859881254,TRUE,5,0.0001,TRUE,0.4,1.00E-05,TRUE
s5_0.0001lr_Adam0dropout_1e-05L2_extra,4.1215076,"tensor(3.9553, device='cuda:0')","tensor(0.3236, device='cuda:0')","tensor(3.7979, device='cuda:0')",2.942369223,2.97914362,2.11E-05,2.942348003,0.001346639,1,0.999900363,0.999899308,TRUE,5,0.0001,FALSE,0,1.00E-05,TRUE
s5_0.0001lr_Adam0.1dropout_1e-05L2_extra,4.0478754,"tensor(4.1151, device='cuda:0')","tensor(0.1101, device='cuda:0')","tensor(3.9378, device='cuda:0')",2.917723656,2.948419094,5.33E-05,2.91767025,0.01649488,1,0.999745979,0.999733777,TRUE,5,0.0001,FALSE,0.1,1.00E-05,TRUE
s5_0.0001lr_Adam0.2dropout_1e-05L2_extra,4.3823752,"tensor(4.1551, device='cuda:0')","tensor(0.3058, device='cuda:0')","tensor(4.0766, device='cuda:0')",2.857643843,2.912908316,0.00012627,2.857517481,0.039081406,1,0.999460451,0.999426157,TRUE,5,0.0001,FALSE,0.2,1.00E-05,TRUE
s5_0.0001lr_Adam0.3dropout_1e-05L2_extra,4.0023274,"tensor(4.1265, device='cuda:0')","tensor(0.1020, device='cuda:0')","tensor(3.9003, device='cuda:0')",2.872950315,2.943080902,0.000193387,2.872756958,0.08095749,1,0.99924125,0.999222805,TRUE,5,0.0001,FALSE,0.3,1.00E-05,TRUE
s5_0.0001lr_Adam0.4dropout_1e-05L2_extra,3.9797957,"tensor(4.1125, device='cuda:0')","tensor(0.0986, device='cuda:0')","tensor(3.8812, device='cuda:0')",2.950185537,3.031377554,0.000351102,2.949834347,0.16475332,1,0.997889242,0.998638723,TRUE,5,0.0001,FALSE,0.4,1.00E-05,TRUE
s5_1e-05lr_SGD0dropout_1e-05L2_extra,4.4409537,"tensor(4.1461, device='cuda:0')","tensor(0.2728, device='cuda:0')","tensor(4.1681, device='cuda:0')",4.258001328,4.141156197,0.120847382,4.137154102,1.49E-08,1,0.488377703,0.488885017,TRUE,5,1.00E-05,TRUE,0,1.00E-05,TRUE
s5_1e-05lr_SGD0.1dropout_1e-05L2_extra,4.4331098,"tensor(4.1549, device='cuda:0')","tensor(0.2765, device='cuda:0')","tensor(4.1566, device='cuda:0')",4.259173393,4.143773079,0.123775721,4.135397911,0.005642429,1,0.389805185,0.402679553,TRUE,5,1.00E-05,TRUE,0.1,1.00E-05,TRUE
s5_1e-05lr_SGD0.2dropout_1e-05L2_extra,4.4389796,"tensor(4.1553, device='cuda:0')","tensor(0.2773, device='cuda:0')","tensor(4.1616, device='cuda:0')",4.302558899,4.144031525,0.150767013,4.151792049,0.012060948,1,0.295841848,0.347092409,TRUE,5,1.00E-05,TRUE,0.2,1.00E-05,TRUE
s5_1e-05lr_SGD0.3dropout_1e-05L2_extra,4.345151,"tensor(4.1505, device='cuda:0')","tensor(0.1905, device='cuda:0')","tensor(4.1546, device='cuda:0')",4.271272182,4.135791779,0.132298797,4.138973236,0.022914428,1,0.364552216,0.356124061,TRUE,5,1.00E-05,TRUE,0.3,1.00E-05,TRUE
s5_1e-05lr_SGD0.4dropout_1e-05L2_extra,4.3880796,"tensor(4.1552, device='cuda:0')","tensor(0.2302, device='cuda:0')","tensor(4.1579, device='cuda:0')",4.294783115,4.128151417,0.145589322,4.149193764,0.037043683,1,0.342569875,0.356260353,TRUE,5,1.00E-05,TRUE,0.4,1.00E-05,TRUE
s5_1e-05lr_Adam0dropout_1e-05L2_extra,4.286919,"tensor(4.1345, device='cuda:0')","tensor(0.2032, device='cuda:0')","tensor(4.0837, device='cuda:0')",3.119114637,3.690620899,0.002497028,3.11661768,7.82E-06,1,0.988915633,0.988948541,TRUE,5,1.00E-05,FALSE,0,1.00E-05,TRUE
s5_1e-05lr_Adam0.1dropout_1e-05L2_extra,4.228639,"tensor(4.1555, device='cuda:0')","tensor(0.0883, device='cuda:0')","tensor(4.1404, device='cuda:0')",3.17308569,3.746459961,0.002433436,3.170652151,0.03832496,1,0.988426945,0.988941916,TRUE,5,1.00E-05,FALSE,0.1,1.00E-05,TRUE
s5_1e-05lr_Adam0.2dropout_1e-05L2_extra,4.3359275,"tensor(4.0256, device='cuda:0')","tensor(0.2812, device='cuda:0')","tensor(4.0547, device='cuda:0')",3.293180704,3.828079462,0.003319074,3.289861679,0.07806053,1,0.986260687,0.98832752,TRUE,5,1.00E-05,FALSE,0.2,1.00E-05,TRUE
s5_1e-05lr_Adam0.3dropout_1e-05L2_extra,4.363686,"tensor(4.1384, device='cuda:0')","tensor(0.3010, device='cuda:0')","tensor(4.0627, device='cuda:0')",3.247582197,3.791772604,0.005401815,3.242180347,0.13002625,1,0.981919333,0.974980327,TRUE,5,1.00E-05,FALSE,0.3,1.00E-05,TRUE
s5_1e-05lr_Adam0.4dropout_1e-05L2_extra,4.4193125,"tensor(4.0647, device='cuda:0')","tensor(0.3100, device='cuda:0')","tensor(4.1093, device='cuda:0')",3.40092659,3.815291405,0.004146469,3.396780014,0.1749615,1,0.985126741,0.98666929,TRUE,5,1.00E-05,FALSE,0.4,1.00E-05,TRUE
s10_0.1lr_SGD0dropout_1e-05L2_extra,4.444529,"tensor(4.1285, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1371, device='cuda:0')",2.698496819,2.701613426,2.50E-06,2.698494434,0.003949429,1,0.999989204,0.999993424,TRUE,10,0.1,TRUE,0,1.00E-05,TRUE
s10_0.1lr_SGD0.1dropout_1e-05L2_extra,4.3771553,"tensor(4.1523, device='cuda:0')","tensor(0.2135, device='cuda:0')","tensor(4.1637, device='cuda:0')",3.011458874,2.785506725,0.225541115,2.785917759,0.014021898,1,-3.88E-05,-0.000878584,TRUE,10,0.1,TRUE,0.1,1.00E-05,TRUE
s10_0.1lr_SGD0.2dropout_1e-05L2_extra,4.479424,"tensor(4.1554, device='cuda:0')","tensor(0.3068, device='cuda:0')","tensor(4.1726, device='cuda:0')",2.856661797,2.859145641,7.64E-06,2.856654167,0.026788473,1,0.999961538,0.999967385,TRUE,10,0.1,TRUE,0.2,1.00E-05,TRUE
s10_0.1lr_SGD0.3dropout_1e-05L2_extra,4.4643784,"tensor(4.1554, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1569, device='cuda:0')",3.019123077,3.018904686,3.30E-05,3.019090176,0.022734137,1,0.999985836,0.999983022,TRUE,10,0.1,TRUE,0.3,1.00E-05,TRUE
s10_0.1lr_SGD0.4dropout_1e-05L2_extra,4.4774795,"tensor(4.1568, device='cuda:0')","tensor(0.3068, device='cuda:0')","tensor(4.1707, device='cuda:0')",2.819476366,2.794941902,0.003649667,2.815826654,0.19208664,1,0.983505532,0.99237592,TRUE,10,0.1,TRUE,0.4,1.00E-05,TRUE
s10_0.1lr_Adam0dropout_1e-05L2_extra,4.8644924,"tensor(4.1560, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(4.1719, device='cuda:0')",3.429376125,2.782360077,0.650390625,2.7789855,0.001025304,1,0,0,TRUE,10,0.1,FALSE,0,1.00E-05,TRUE
s10_0.1lr_Adam0.1dropout_1e-05L2_extra,4.4118066,"tensor(4.1043, device='cuda:0')","tensor(0.2917, device='cuda:0')","tensor(4.1201, device='cuda:0')",4.125961304,4.105699539,0.014113258,4.111847878,0.00015359,1,0.939114858,0.924491476,TRUE,10,0.1,FALSE,0.1,1.00E-05,TRUE
s10_0.1lr_Adam0.2dropout_1e-05L2_extra,4.8487883,"tensor(4.1399, device='cuda:0')","tensor(0.6926, device='cuda:0')","tensor(4.1562, device='cuda:0')",4.083191395,3.324846745,0.703125,3.380066395,0.12094274,1,0,0,TRUE,10,0.1,FALSE,0.2,1.00E-05,TRUE
s10_0.1lr_Adam0.3dropout_1e-05L2_extra,4.379229,"tensor(4.1308, device='cuda:0')","tensor(0.2318, device='cuda:0')","tensor(4.1475, device='cuda:0')",4.119643688,3.733069181,0.388798714,3.730844975,0.14382032,1,-0.04823737,0.261411328,TRUE,10,0.1,FALSE,0.3,1.00E-05,TRUE
s10_0.1lr_Adam0.4dropout_1e-05L2_extra,4.3388033,"tensor(4.1013, device='cuda:0')","tensor(0.2143, device='cuda:0')","tensor(4.1245, device='cuda:0')",4.202319145,3.970450878,0.231156319,3.971162796,0.10537284,1,0,0,TRUE,10,0.1,FALSE,0.4,1.00E-05,TRUE
s10_0.01lr_SGD0dropout_1e-05L2_extra,4.477157,"tensor(4.0723, device='cuda:0')","tensor(0.3007, device='cuda:0')","tensor(4.1764, device='cuda:0')",2.891998768,2.91130352,1.71E-05,2.891981602,0.004088759,1,0.999921421,0.99992156,TRUE,10,0.01,TRUE,0,1.00E-05,TRUE
s10_0.01lr_SGD0.1dropout_1e-05L2_extra,4.45701,"tensor(4.1186, device='cuda:0')","tensor(0.2981, device='cuda:0')","tensor(4.1589, device='cuda:0')",2.876297474,2.885569811,8.48E-05,2.876212597,0.022425294,1,0.999611099,0.999653107,TRUE,10,0.01,TRUE,0.1,1.00E-05,TRUE
s10_0.01lr_SGD0.2dropout_1e-05L2_extra,4.4735265,"tensor(4.1572, device='cuda:0')","tensor(0.3077, device='cuda:0')","tensor(4.1658, device='cuda:0')",2.843973398,2.855240345,9.46E-05,2.843878746,0.032356013,1,0.999525855,0.999556518,TRUE,10,0.01,TRUE,0.2,1.00E-05,TRUE
s10_0.01lr_SGD0.3dropout_1e-05L2_extra,4.41233,"tensor(4.1463, device='cuda:0')","tensor(0.2729, device='cuda:0')","tensor(4.1394, device='cuda:0')",2.92776227,2.931900978,8.91E-05,2.927673101,0.0348211,1,0.999563528,0.999577108,TRUE,10,0.01,TRUE,0.3,1.00E-05,TRUE
s10_0.01lr_SGD0.4dropout_1e-05L2_extra,4.4342628,"tensor(4.0548, device='cuda:0')","tensor(0.3078, device='cuda:0')","tensor(4.1264, device='cuda:0')",2.900019884,2.909811974,0.000135614,2.899884224,0.0948246,1,0.999490523,0.999392587,TRUE,10,0.01,TRUE,0.4,1.00E-05,TRUE
s10_0.01lr_Adam0dropout_1e-05L2_extra,4.6044636,"tensor(3.9967, device='cuda:0')","tensor(0.3060, device='cuda:0')","tensor(4.2984, device='cuda:0')",2.94019556,2.935752392,1.19E-05,2.94018364,0.00047259,1,0.999966161,0.9997838,TRUE,10,0.01,FALSE,0,1.00E-05,TRUE
s10_0.01lr_Adam0.1dropout_1e-05L2_extra,4.4848266,"tensor(4.1541, device='cuda:0')","tensor(0.3103, device='cuda:0')","tensor(4.1746, device='cuda:0')",2.931069851,2.930793762,7.74E-05,2.930992365,0.018861793,1,0.999730731,0.999525256,TRUE,10,0.01,FALSE,0.1,1.00E-05,TRUE
s10_0.01lr_Adam0.2dropout_1e-05L2_extra,4.4789634,"tensor(4.1568, device='cuda:0')","tensor(0.3080, device='cuda:0')","tensor(4.1709, device='cuda:0')",2.971438885,2.970056057,7.05E-05,2.971368313,0.071510196,1,0.999446041,0.999135872,TRUE,10,0.01,FALSE,0.2,1.00E-05,TRUE
s10_0.01lr_Adam0.3dropout_1e-05L2_extra,4.483644,"tensor(4.1561, device='cuda:0')","tensor(0.3060, device='cuda:0')","tensor(4.1776, device='cuda:0')",2.82468915,2.800297022,0.003730019,2.820959091,0.11398159,1,0.980548738,0.985305851,TRUE,10,0.01,FALSE,0.3,1.00E-05,TRUE
s10_0.01lr_Adam0.4dropout_1e-05L2_extra,4.4774723,"tensor(4.1569, device='cuda:0')","tensor(0.3071, device='cuda:0')","tensor(4.1704, device='cuda:0')",2.811476707,2.808691978,9.87E-07,2.811475754,0.19316804,1,0.999993496,0.999990086,TRUE,10,0.01,FALSE,0.4,1.00E-05,TRUE
s10_0.001lr_SGD0dropout_1e-05L2_extra,4.457886,"tensor(4.1446, device='cuda:0')","tensor(0.3073, device='cuda:0')","tensor(4.1506, device='cuda:0')",2.890419245,2.933216572,6.65E-05,2.890352726,4.68E-05,1,0.99971701,0.99971907,TRUE,10,0.001,TRUE,0,1.00E-05,TRUE
s10_0.001lr_SGD0.1dropout_1e-05L2_extra,4.46431,"tensor(4.1565, device='cuda:0')","tensor(0.3053, device='cuda:0')","tensor(4.1590, device='cuda:0')",2.91656661,2.9577775,0.000147486,2.916419029,0.027351204,1,0.999258609,0.999202494,TRUE,10,0.001,TRUE,0.1,1.00E-05,TRUE
s10_0.001lr_SGD0.2dropout_1e-05L2_extra,4.6840014,"tensor(3.8070, device='cuda:0')","tensor(0.3065, device='cuda:0')","tensor(4.3775, device='cuda:0')",3.006916285,3.063672543,0.000353557,3.00656271,0.06526399,1,0.99882617,0.998524229,TRUE,10,0.001,TRUE,0.2,1.00E-05,TRUE
s10_0.001lr_SGD0.3dropout_1e-05L2_extra,4.446928,"tensor(4.1500, device='cuda:0')","tensor(0.3074, device='cuda:0')","tensor(4.1395, device='cuda:0')",2.899449587,2.989691973,0.000312651,2.89913702,0.17232561,1,0.997892652,0.998307178,TRUE,10,0.001,TRUE,0.3,1.00E-05,TRUE
s10_0.001lr_SGD0.4dropout_1e-05L2_extra,4.4607325,"tensor(4.1563, device='cuda:0')","tensor(0.3057, device='cuda:0')","tensor(4.1550, device='cuda:0')",2.836129904,2.944869518,0.000715159,2.835414648,0.28486195,1,0.997117519,0.996748095,TRUE,10,0.001,TRUE,0.4,1.00E-05,TRUE
s10_0.001lr_Adam0dropout_1e-05L2_extra,4.393734,"tensor(4.1326, device='cuda:0')","tensor(0.2536, device='cuda:0')","tensor(4.1402, device='cuda:0')",2.826435328,2.833484173,2.07E-05,2.826414585,0.015360693,1,0.999906966,0.999933859,TRUE,10,0.001,FALSE,0,1.00E-05,TRUE
s10_0.001lr_Adam0.1dropout_1e-05L2_extra,4.3923645,"tensor(4.1408, device='cuda:0')","tensor(0.2559, device='cuda:0')","tensor(4.1365, device='cuda:0')",2.799411774,2.806245327,3.44E-05,2.799377441,0.027413316,1,0.999825577,0.999842142,TRUE,10,0.001,FALSE,0.1,1.00E-05,TRUE
s10_0.001lr_Adam0.2dropout_1e-05L2_extra,4.354051,"tensor(4.1526, device='cuda:0')","tensor(0.2172, device='cuda:0')","tensor(4.1369, device='cuda:0')",2.863767147,2.869653225,5.08E-05,2.863716364,0.020281795,1,0.999570366,0.999848466,TRUE,10,0.001,FALSE,0.2,1.00E-05,TRUE
s10_0.001lr_Adam0.3dropout_1e-05L2_extra,4.428648,"tensor(4.1354, device='cuda:0')","tensor(0.3072, device='cuda:0')","tensor(4.1215, device='cuda:0')",2.846227169,2.855225563,3.38E-05,2.846193314,0.025308773,1,0.999850007,0.999861962,TRUE,10,0.001,FALSE,0.3,1.00E-05,TRUE
s10_0.001lr_Adam0.4dropout_1e-05L2_extra,4.384298,"tensor(4.1490, device='cuda:0')","tensor(0.2436, device='cuda:0')","tensor(4.1407, device='cuda:0')",2.779626131,2.784858465,1.63E-05,2.77960968,0.0570383,1,0.999931638,0.999922681,TRUE,10,0.001,FALSE,0.4,1.00E-05,TRUE
s10_0.0001lr_SGD0dropout_1e-05L2_extra,4.4537363,"tensor(4.1518, device='cuda:0')","tensor(0.2972, device='cuda:0')","tensor(4.1565, device='cuda:0')",3.581931829,4.015802383,0.006717498,3.575214386,4.79E-07,1,0.970017618,0.970101113,TRUE,10,0.0001,TRUE,0,1.00E-05,TRUE
s10_0.0001lr_SGD0.1dropout_1e-05L2_extra,4.4142575,"tensor(4.1547, device='cuda:0')","tensor(0.2581, device='cuda:0')","tensor(4.1562, device='cuda:0')",3.604507685,4.011137009,0.009036844,3.595470905,0.02292766,1,0.955117219,0.955650166,TRUE,10,0.0001,TRUE,0.1,1.00E-05,TRUE
s10_0.0001lr_SGD0.2dropout_1e-05L2_extra,4.4354043,"tensor(4.1563, device='cuda:0')","tensor(0.2774, device='cuda:0')","tensor(4.1580, device='cuda:0')",3.699994802,4.047866821,0.011037838,3.688956976,0.047554526,1,0.957166168,0.957816892,TRUE,10,0.0001,TRUE,0.2,1.00E-05,TRUE
s10_0.0001lr_SGD0.3dropout_1e-05L2_extra,4.438108,"tensor(4.1561, device='cuda:0')","tensor(0.2826, device='cuda:0')","tensor(4.1555, device='cuda:0')",3.703875065,4.01779604,0.006514146,3.697360992,0.08448571,1,0.973156884,0.975407485,TRUE,10,0.0001,TRUE,0.3,1.00E-05,TRUE
s10_0.0001lr_SGD0.4dropout_1e-05L2_extra,4.403852,"tensor(4.1299, device='cuda:0')","tensor(0.2375, device='cuda:0')","tensor(4.1664, device='cuda:0')",3.779479027,4.035048962,0.010769275,3.76870966,0.10477912,1,0.94317482,0.933901763,TRUE,10,0.0001,TRUE,0.4,1.00E-05,TRUE
s10_0.0001lr_Adam0dropout_1e-05L2_extra,4.8928266,"tensor(3.5198, device='cuda:0')","tensor(0.2931, device='cuda:0')","tensor(4.5997, device='cuda:0')",2.825010538,2.875750542,2.04E-05,2.824990034,0.000852618,1,0.999922345,0.999921349,TRUE,10,0.0001,FALSE,0,1.00E-05,TRUE
s10_0.0001lr_Adam0.1dropout_1e-05L2_extra,4.3755126,"tensor(4.0257, device='cuda:0')","tensor(0.1997, device='cuda:0')","tensor(4.1758, device='cuda:0')",2.891804457,2.925296783,9.31E-05,2.891711235,0.022238562,1,0.999642822,0.999556827,TRUE,10,0.0001,FALSE,0.1,1.00E-05,TRUE
s10_0.0001lr_Adam0.2dropout_1e-05L2_extra,4.423149,"tensor(4.1326, device='cuda:0')","tensor(0.3005, device='cuda:0')","tensor(4.1227, device='cuda:0')",2.713216782,2.78615427,0.000141157,2.713075638,0.040650524,1,0.999503685,0.99942542,TRUE,10,0.0001,FALSE,0.2,1.00E-05,TRUE
s10_0.0001lr_Adam0.3dropout_1e-05L2_extra,4.4544673,"tensor(4.1565, device='cuda:0')","tensor(0.3063, device='cuda:0')","tensor(4.1481, device='cuda:0')",2.851005554,2.89936924,0.000123608,2.850882053,0.08591181,1,0.999506685,0.999502714,TRUE,10,0.0001,FALSE,0.3,1.00E-05,TRUE
s10_0.0001lr_Adam0.4dropout_1e-05L2_extra,4.404583,"tensor(4.0872, device='cuda:0')","tensor(0.2747, device='cuda:0')","tensor(4.1299, device='cuda:0')",2.866589546,2.964042664,0.000168841,2.866420746,0.16785264,1,0.998884819,0.998947453,TRUE,10,0.0001,FALSE,0.4,1.00E-05,TRUE
s10_1e-05lr_SGD0dropout_1e-05L2_extra,4.4918733,"tensor(4.1549, device='cuda:0')","tensor(0.3314, device='cuda:0')","tensor(4.1605, device='cuda:0')",4.192387581,4.145284653,0.065293789,4.127093792,1.92E-08,1,0.705421839,0.705727647,TRUE,10,1.00E-05,TRUE,0,1.00E-05,TRUE
s10_1e-05lr_SGD0.1dropout_1e-05L2_extra,4.45153,"tensor(4.1514, device='cuda:0')","tensor(0.2707, device='cuda:0')","tensor(4.1808, device='cuda:0')",4.240935802,4.143817902,0.097117141,4.143818855,0.00460861,1,0.56514108,0.522625276,TRUE,10,1.00E-05,TRUE,0.1,1.00E-05,TRUE
s10_1e-05lr_SGD0.2dropout_1e-05L2_extra,4.463894,"tensor(4.1438, device='cuda:0')","tensor(0.2858, device='cuda:0')","tensor(4.1781, device='cuda:0')",4.244337082,4.14239502,0.112726346,4.13161087,0.011220653,1,0.520950565,0.489442733,TRUE,10,1.00E-05,TRUE,0.2,1.00E-05,TRUE
s10_1e-05lr_SGD0.3dropout_1e-05L2_extra,4.4566827,"tensor(4.1551, device='cuda:0')","tensor(0.2902, device='cuda:0')","tensor(4.1665, device='cuda:0')",4.285625458,4.136262894,0.137882262,4.147743225,0.022116484,1,0.373513783,0.36527754,TRUE,10,1.00E-05,TRUE,0.3,1.00E-05,TRUE
s10_1e-05lr_SGD0.4dropout_1e-05L2_extra,4.412655,"tensor(4.1560, device='cuda:0')","tensor(0.2518, device='cuda:0')","tensor(4.1609, device='cuda:0')",4.283898354,4.120540619,0.13063246,4.153265953,0.040491283,1,0.319532146,0.267056049,TRUE,10,1.00E-05,TRUE,0.4,1.00E-05,TRUE
s10_1e-05lr_Adam0dropout_1e-05L2_extra,4.4008737,"tensor(4.1564, device='cuda:0')","tensor(0.2477, device='cuda:0')","tensor(4.1532, device='cuda:0')",3.016155005,3.649162769,0.000477343,3.015677691,2.52E-05,1,0.998225505,0.998219299,TRUE,10,1.00E-05,FALSE,0,1.00E-05,TRUE
